,countrySubd,locality,attomId,saleTransDate,proptype,yearbuilt,universalsize,beds,bathstotal,zipcode
731,WA,BRUSH PRAIRIE,14548253,2008-10-01,SFR,2003,2884.0,4.0,3.0,98606
732,WA,BRUSH PRAIRIE,14522868,2021-09-09,SFR,1971,1000.0,3.0,1.0,98606
733,WA,BRUSH PRAIRIE,41551561,,SFR,1979,1824.0,3.0,2.0,98606
734,WA,BRUSH PRAIRIE,14315906,2007-12-07,SFR,1993,2260.0,3.0,2.0,98606
735,WA,BRUSH PRAIRIE,14270718,2008-04-16,SFR,1978,2530.0,4.0,2.0,98606
736,WA,BRUSH PRAIRIE,14264819,,SFR,1987,2576.0,3.0,2.0,98606
737,WA,BRUSH PRAIRIE,41589835,,SFR,1963,1448.0,3.0,3.0,98606
738,WA,BRUSH PRAIRIE,14230862,,SFR,2006,2801.0,3.0,3.0,98606
739,WA,BRUSH PRAIRIE,41644732,,SFR,1958,976.0,2.0,1.0,98606
740,WA,BRUSH PRAIRIE,14072336,2020-10-14,SFR,1979,3155.0,3.0,3.0,98606
741,WA,BRUSH PRAIRIE,13839607,2008-10-10,SFR,1992,4408.0,4.0,4.0,98606
742,WA,BRUSH PRAIRIE,13576185,2007-10-17,SFR,1999,2836.0,3.0,3.0,98606
743,WA,BRUSH PRAIRIE,13497500,,SFR,1987,2440.0,4.0,2.0,98606
744,WA,BRUSH PRAIRIE,13331762,2016-08-04,SFR,2006,2487.0,4.0,3.0,98606
745,WA,BRUSH PRAIRIE,13283256,2007-10-25,SFR,1993,2416.0,4.0,3.0,98606
746,WA,BRUSH PRAIRIE,13224941,2007-10-31,SFR,1992,2548.0,4.0,3.0,98606
747,WA,BRUSH PRAIRIE,13213359,2012-10-04,SFR,2006,4124.0,6.0,6.0,98606
748,WA,BRUSH PRAIRIE,13181015,2009-03-17,SFR,2004,4350.0,4.0,3.0,98606
749,WA,BRUSH PRAIRIE,13149741,2007-11-06,SFR,2007,3196.0,5.0,3.0,98606
750,WA,BRUSH PRAIRIE,41829357,,SFR,1993,2658.0,4.0,3.0,98606
751,WA,BRUSH PRAIRIE,41833970,,SFR,1989,2068.0,3.0,3.0,98606
752,WA,BRUSH PRAIRIE,12908503,2020-09-29,SFR,1983,4254.0,3.0,5.0,98606
753,WA,BRUSH PRAIRIE,41837249,,SFR,1979,2085.0,4.0,3.0,98606
754,WA,BRUSH PRAIRIE,41837306,2019-10-24,SFR,1970,1576.0,3.0,3.0,98606
755,WA,BRUSH PRAIRIE,12873900,2019-09-17,SFR,1974,1995.0,3.0,2.0,98606
756,WA,BRUSH PRAIRIE,12216095,2021-06-01,MOBILE HOME,1995,1462.0,3.0,2.0,98606
757,WA,BRUSH PRAIRIE,11994743,2015-08-26,SFR,2004,2526.0,3.0,2.0,98606
758,WA,BRUSH PRAIRIE,11117387,2016-11-15,SFR,1996,3573.0,4.0,5.0,98606
759,WA,BRUSH PRAIRIE,11010740,2006-07-25,SFR,1967,1612.0,3.0,2.0,98606
760,WA,BRUSH PRAIRIE,10492756,2019-06-11,SFR,2005,5429.0,5.0,5.0,98606
761,WA,BRUSH PRAIRIE,10391656,2020-07-13,SFR,1964,1502.0,3.0,3.0,98606
762,WA,BRUSH PRAIRIE,10187012,2007-02-27,SFR,1973,1861.0,3.0,2.0,98606
763,WA,BRUSH PRAIRIE,9809001,,SFR,1979,2560.0,3.0,3.0,98606
764,WA,BRUSH PRAIRIE,9706329,2006-12-18,SFR,1997,2120.0,3.0,3.0,98606
765,WA,BRUSH PRAIRIE,9698561,,SFR,1992,3397.0,5.0,5.0,98606
766,WA,BRUSH PRAIRIE,9520922,2007-06-22,SFR,1975,1847.0,3.0,2.0,98606
767,WA,BRUSH PRAIRIE,41866270,,SFR,1939,1476.0,2.0,2.0,98606
768,WA,BRUSH PRAIRIE,9321631,2012-02-28,SFR,1999,2734.0,4.0,4.0,98606
769,WA,BRUSH PRAIRIE,9267666,2015-09-08,SFR,1985,3286.0,4.0,3.0,98606
770,WA,BRUSH PRAIRIE,9005319,2006-12-20,SFR,1996,2650.0,4.0,4.0,98606
771,WA,BRUSH PRAIRIE,8866873,2005-04-12,SFR,2004,3626.0,3.0,4.0,98606
772,WA,BRUSH PRAIRIE,8739548,2013-07-10,SFR,2014,4517.0,5.0,4.0,98606
773,WA,BRUSH PRAIRIE,41883977,2012-09-26,SFR,2003,3338.0,3.0,4.0,98606
774,WA,BRUSH PRAIRIE,41883996,,SFR,2003,3277.0,4.0,3.0,98606
775,WA,BRUSH PRAIRIE,8644987,,SFR,1978,1324.0,3.0,2.0,98606
776,WA,BRUSH PRAIRIE,8640232,2006-09-12,SFR,1989,1913.0,3.0,2.0,98606
777,WA,BRUSH PRAIRIE,8616114,2018-05-22,SFR,1940,2998.0,4.0,3.0,98606
778,WA,BRUSH PRAIRIE,8089235,2006-08-15,SFR,2000,5944.0,5.0,5.0,98606
779,WA,BRUSH PRAIRIE,8010563,2021-09-03,VACANT LAND (NEC),1969,648.0,2.0,1.0,98606
780,WA,BRUSH PRAIRIE,41897469,,SFR,1981,2466.0,5.0,3.0,98606
781,WA,BRUSH PRAIRIE,7859317,2021-08-03,SFR,2003,3840.0,3.0,4.0,98606
782,WA,BRUSH PRAIRIE,7664708,,SFR,1973,1480.0,4.0,3.0,98606
783,WA,BRUSH PRAIRIE,7664707,2005-07-22,SFR,1975,1279.0,4.0,2.0,98606
784,WA,BRUSH PRAIRIE,7514857,2017-11-22,SFR,1943,1360.0,3.0,1.0,98606
785,WA,BRUSH PRAIRIE,7393526,2009-04-30,SFR,1978,1580.0,3.0,2.0,98606
786,WA,BRUSH PRAIRIE,41911408,,SFR,1975,1384.0,4.0,2.0,98606
787,WA,BRUSH PRAIRIE,7380030,2005-03-29,SFR,2004,2660.0,3.0,3.0,98606
788,WA,BRUSH PRAIRIE,5226457,2013-11-14,SFR,1990,4523.0,5.0,3.0,98606
789,WA,BRUSH PRAIRIE,41922496,2018-07-09,SFR,2003,1936.0,3.0,2.0,98606
790,WA,BRUSH PRAIRIE,4992034,,SFR,1998,3675.0,4.0,3.0,98606
791,WA,BRUSH PRAIRIE,4992033,,SFR,1999,3073.0,4.0,4.0,98606
792,WA,BRUSH PRAIRIE,4992023,2020-12-07,,1994,3694.0,5.0,5.0,98606
793,WA,BRUSH PRAIRIE,41933137,,SFR,1988,1939.0,3.0,3.0,98606
794,WA,BRUSH PRAIRIE,41940755,2022-07-08,SFR,2002,5012.0,4.0,5.0,98606
795,WA,BRUSH PRAIRIE,4992022,2005-09-19,SFR,1940,3250.0,3.0,3.0,98606
796,WA,BRUSH PRAIRIE,4992020,2012-08-20,SFR,1992,1570.0,3.0,2.0,98606
797,WA,BRUSH PRAIRIE,4992019,2005-11-29,SFR,2000,2864.0,3.0,3.0,98606
798,WA,BRUSH PRAIRIE,4957061,2009-07-16,SFR,2011,5405.0,7.0,4.0,98606
799,WA,BRUSH PRAIRIE,4957057,,SFR,1995,2338.0,3.0,3.0,98606
800,WA,BRUSH PRAIRIE,4847549,2017-05-02,SFR,1995,1977.0,3.0,3.0,98606
801,WA,BRUSH PRAIRIE,4817318,2005-09-06,SFR,1920,1395.0,3.0,1.0,98606
802,WA,BRUSH PRAIRIE,4817311,2019-12-13,SFR,1980,1750.0,4.0,2.0,98606
803,WA,BRUSH PRAIRIE,4817310,2018-05-15,SFR,1990,2501.0,3.0,3.0,98606
804,WA,BRUSH PRAIRIE,4817309,,SFR,1989,1822.0,3.0,2.0,98606
805,WA,BRUSH PRAIRIE,4793527,2015-05-14,SFR,1994,2128.0,4.0,2.0,98606
806,WA,BRUSH PRAIRIE,4720513,,SFR,1997,1778.0,3.0,3.0,98606
807,WA,BRUSH PRAIRIE,4720512,,SFR,1999,2605.0,4.0,4.0,98606
808,WA,BRUSH PRAIRIE,4720511,2005-03-10,SFR,1974,1680.0,3.0,2.0,98606
809,WA,BRUSH PRAIRIE,4720510,,SFR,1997,3689.0,4.0,4.0,98606
810,WA,BRUSH PRAIRIE,4720509,2009-01-23,SFR,1995,2118.0,3.0,2.0,98606
811,WA,BRUSH PRAIRIE,4720508,2019-12-19,SFR,1998,2828.0,4.0,3.0,98606
812,WA,BRUSH PRAIRIE,4720507,2016-06-06,SFR,1997,3003.0,3.0,3.0,98606
813,WA,BRUSH PRAIRIE,4041145,2019-12-09,SFR,1970,1584.0,3.0,2.0,98606
814,WA,BRUSH PRAIRIE,4041144,2016-03-25,SFR,2000,2420.0,4.0,3.0,98606
815,WA,BRUSH PRAIRIE,4016464,2015-04-15,SFR,1987,2437.0,3.0,3.0,98606
816,WA,BRUSH PRAIRIE,4016462,2012-01-03,SFR,1973,1898.0,3.0,3.0,98606
817,WA,BRUSH PRAIRIE,3482034,2023-01-19,SFR,1977,2500.0,4.0,2.0,98606
818,WA,BRUSH PRAIRIE,3300386,2012-07-26,SFR,1985,2333.0,4.0,3.0,98606
819,CA,WOODACRE,15288246,2018-08-10,SFR,1964,1543.0,3.0,2.0,94973
820,CA,WOODACRE,23145516,2008-03-28,SFR,1945,1294.0,2.0,2.0,94973
821,CA,WOODACRE,23145541,,SFR,1917,2407.0,5.0,3.0,94973
822,CA,WOODACRE,23145543,2011-12-28,SFR,1964,1702.0,2.0,2.0,94973
823,CA,WOODACRE,23145544,,SFR,1934,648.0,1.0,1.0,94973
824,CA,WOODACRE,30493217,2022-02-18,SFR,1923,1512.0,1.0,1.0,94973
825,CA,WOODACRE,30525369,,SFR,1918,1946.0,3.0,1.0,94973
826,CA,WOODACRE,30573738,2013-03-21,SFR,2000,3664.0,5.0,4.0,94973
827,CA,WOODACRE,40290397,,SFR,1924,1750.0,4.0,2.0,94973
828,CA,WOODACRE,40290683,,SFR,1939,1812.0,3.0,2.0,94973
829,CA,WOODACRE,40344541,,SFR,1963,1236.0,3.0,2.0,94973
830,CA,WOODACRE,40354327,2010-09-16,SFR,1930,1200.0,2.0,2.0,94973
831,CA,WOODACRE,40381961,2012-09-14,SFR,1972,940.0,2.0,1.0,94973
832,CA,WOODACRE,40385449,,SFR,1970,1321.0,2.0,1.0,94973
833,CA,WOODACRE,40399486,2013-10-25,SFR,1946,1102.0,1.0,1.0,94973
834,CA,WOODACRE,40408894,,SFR,1974,2176.0,1.0,1.0,94973
835,CA,WOODACRE,40476815,2015-09-14,SFR,1914,2258.0,4.0,3.0,94973
836,CA,WOODACRE,43772907,2016-10-07,SFR,1955,2248.0,3.0,3.0,94973
837,CA,WOODACRE,43841307,2021-05-25,SFR,1991,3276.0,3.0,3.0,94973
838,CA,WOODACRE,43887550,2015-05-21,SFR,1918,504.0,1.0,1.0,94973
839,CA,WOODACRE,43933958,2020-09-10,SFR,1927,2078.0,4.0,2.0,94973
840,CA,WOODACRE,43970380,2018-01-22,SFR,1950,2268.0,4.0,3.0,94973
841,CA,WOODACRE,43975506,,SFR,1961,1363.0,3.0,1.0,94973
842,CA,WOODACRE,44036738,2020-07-17,SFR,1979,1414.0,3.0,2.0,94973
843,CA,WOODACRE,44073609,2021-12-14,SFR,1928,2198.0,4.0,3.0,94973
844,CA,WOODACRE,44075426,2018-08-30,SFR,1964,1450.0,3.0,2.0,94973
845,CA,WOODACRE,45946051,2012-05-02,SFR,1960,1834.0,2.0,2.0,94973
846,CA,WOODACRE,46029311,,SFR,1958,1466.0,3.0,3.0,94973
847,CA,WOODACRE,48977277,2013-09-06,SFR,1944,1509.0,2.0,2.0,94973
848,CA,WOODACRE,49029619,2014-06-17,SFR,1930,993.0,2.0,1.0,94973
849,CA,WOODACRE,51763004,2013-06-17,SFR,1948,1472.0,3.0,2.0,94973
850,CA,WOODACRE,51783009,,SFR,1960,2224.0,4.0,3.0,94973
851,CA,WOODACRE,51783115,2021-04-06,DUPLEX,1971,2351.0,3.0,2.0,94973
852,CA,WOODACRE,51811431,,SFR,1952,1040.0,2.0,1.0,94973
853,CA,WOODACRE,51889657,2020-08-12,SFR,1939,3279.0,3.0,2.0,94973
854,CA,WOODACRE,51907005,,SFR,1947,1952.0,2.0,2.0,94973
855,CA,WOODACRE,51933599,,SFR,1924,1480.0,2.0,2.0,94973
856,CA,WOODACRE,51983188,,DUPLEX,1938,1444.0,2.0,2.0,94973
857,CA,WOODACRE,51983639,2020-12-18,SFR,1922,1927.0,4.0,3.0,94973
858,CA,WOODACRE,52028492,2021-04-05,SFR,1962,1780.0,3.0,2.0,94973
859,CA,WOODACRE,52035649,,SFR,1975,2000.0,1.0,2.0,94973
860,CA,WOODACRE,52037914,,SFR,1921,1422.0,2.0,1.0,94973
861,CA,WOODACRE,52066335,,SFR,1964,1089.0,2.0,1.0,94973
862,CA,WOODACRE,52133549,2011-07-28,SFR,1949,1870.0,3.0,2.0,94973
863,CA,WOODACRE,52147879,,SFR,1938,1219.0,2.0,1.0,94973
864,CA,WOODACRE,140279228,2013-09-05,SFR,1952,510.0,1.0,1.0,94973
865,CA,WOODACRE,140299784,,SFR,1931,1262.0,3.0,1.0,94973
866,CA,WOODACRE,140299785,,SFR,1972,2056.0,3.0,2.0,94973
867,CA,WOODACRE,140299786,2016-09-20,SFR,1931,1910.0,3.0,2.0,94973
868,CA,WOODACRE,141955593,2022-06-10,SFR,1925,1056.0,2.0,2.0,94973
869,CA,WOODACRE,141955594,2016-01-05,SFR,1956,1190.0,3.0,2.0,94973
870,CA,WOODACRE,141955595,2022-03-31,SFR,1925,901.0,3.0,1.0,94973
871,CA,WOODACRE,141955596,2010-12-21,SFR,1928,634.0,2.0,1.0,94973
872,CA,WOODACRE,142723597,,SFR,1992,2306.0,2.0,2.0,94973
873,CA,WOODACRE,142827144,2012-01-27,SFR,1956,2455.0,4.0,3.0,94973
874,CA,WOODACRE,143818625,2012-05-22,SFR,1965,1100.0,2.0,1.0,94973
875,CA,WOODACRE,146247072,2009-12-14,SFR,1945,660.0,1.0,1.0,94973
876,CA,WOODACRE,149116616,,SFR,1953,1820.0,3.0,3.0,94973
877,CA,WOODACRE,149116617,2017-08-29,SFR,1953,1844.0,3.0,2.0,94973
878,CA,WOODACRE,149116623,,SFR,1964,988.0,2.0,1.0,94973
879,CA,WOODACRE,151382795,2022-10-21,SFR,1932,892.0,1.0,1.0,94973
880,CA,WOODACRE,152359510,2019-06-04,SFR,1952,791.0,2.0,1.0,94973
881,CA,WOODACRE,153141544,2010-09-28,SFR,1963,1366.0,3.0,2.0,94973
882,CA,WOODACRE,153360633,2012-10-26,SFR,1972,1560.0,3.0,3.0,94973
883,CA,WOODACRE,153614475,2010-10-18,SFR,1926,1052.0,2.0,1.0,94973
884,CA,WOODACRE,157518986,2012-12-05,SFR,1947,1264.0,2.0,1.0,94973
885,CA,WOODACRE,157519045,,SFR,1963,1056.0,3.0,1.0,94973
886,CA,WOODACRE,157519047,2011-01-19,SFR,1921,967.0,1.0,2.0,94973
887,CA,WOODACRE,157519049,,SFR,1971,2020.0,4.0,3.0,94973
888,CA,WOODACRE,157519051,2022-05-13,SFR,1974,3640.0,5.0,4.0,94973
889,CA,WOODACRE,157519053,,SFR,2001,695.0,1.0,1.0,94973
890,CA,WOODACRE,157519054,,SFR,1921,1219.0,3.0,1.0,94973
891,CA,WOODACRE,157519058,,SFR,1931,623.0,1.0,1.0,94973
892,CA,WOODACRE,157519060,2018-05-23,SFR,1981,2032.0,3.0,2.0,94973
893,CA,WOODACRE,157519061,2013-08-05,SFR,1923,1349.0,2.0,3.0,94973
894,CA,WOODACRE,157519062,2022-03-23,SFR,2002,892.0,1.0,1.0,94973
895,CA,WOODACRE,157519041,2022-07-25,SFR,1925,1752.0,4.0,1.0,94973
896,CA,WOODACRE,157519039,2022-07-25,SFR,1952,1350.0,2.0,1.0,94973
897,CA,WOODACRE,157519038,2014-04-08,SFR,1951,3750.0,5.0,4.0,94973
898,CA,WOODACRE,157519037,,SFR,1952,786.0,2.0,1.0,94973
899,CA,WOODACRE,157519035,,SFR,1948,828.0,1.0,1.0,94973
900,CA,WOODACRE,157519034,2022-02-25,SFR,1966,1792.0,4.0,2.0,94973
901,CA,WOODACRE,157519033,,SFR,1919,640.0,1.0,1.0,94973
902,CA,WOODACRE,157519032,2014-05-14,SFR,1947,2073.0,3.0,2.0,94973
903,CA,WOODACRE,157519098,2020-08-28,SFR,1968,4912.0,5.0,3.0,94973
904,CA,WOODACRE,157519099,,SFR,1925,2000.0,2.0,1.0,94973
905,CA,WOODACRE,157519100,,SFR,1999,2015.0,2.0,2.0,94973
906,CA,WOODACRE,157519101,2019-09-05,SFR,1965,2416.0,3.0,2.0,94973
907,CA,WOODACRE,157519108,,SFR,1959,1640.0,4.0,1.0,94973
908,CA,WOODACRE,157519109,,SFR,1963,1491.0,3.0,2.0,94973
909,CA,WOODACRE,157519114,2006-08-10,SFR,1964,1492.0,3.0,2.0,94973
910,CA,WOODACRE,157519115,2022-12-20,SFR,1984,1422.0,1.0,1.0,94973
911,CA,WOODACRE,157519116,2012-08-23,SFR,1930,1182.0,2.0,1.0,94973
912,CA,WOODACRE,157519121,2020-07-17,SFR,1921,1933.0,2.0,2.0,94973
913,CA,WOODACRE,157519123,,SFR,1926,920.0,2.0,1.0,94973
914,CA,WOODACRE,157519126,,SFR,1923,1489.0,3.0,2.0,94973
915,CA,WOODACRE,157519128,2020-02-12,SFR,1925,1499.0,1.0,2.0,94973
916,CA,WOODACRE,157519030,2013-06-21,SFR,1964,2008.0,4.0,2.0,94973
917,CA,WOODACRE,157519029,2018-04-13,SFR,1967,1642.0,3.0,1.0,94973
918,CA,WOODACRE,157519011,2022-06-29,SFR,1959,1724.0,3.0,2.0,94973
919,CA,WOODACRE,157519010,2015-09-24,SFR,1983,1454.0,2.0,2.0,94973
920,CA,WOODACRE,157519007,2019-08-13,SFR,1962,2505.0,3.0,2.0,94973
921,CA,WOODACRE,157519006,,SFR,1948,1680.0,3.0,2.0,94973
922,CA,WOODACRE,157519005,,SFR,1946,1223.0,2.0,1.0,94973
923,CA,WOODACRE,157519004,2021-07-29,SFR,1946,1183.0,3.0,1.0,94973
924,CA,WOODACRE,157519003,2013-02-13,DUPLEX,1925,1189.0,3.0,2.0,94973
925,CA,WOODACRE,157519000,,SFR,1940,1082.0,2.0,1.0,94973
926,CA,WOODACRE,157518998,,SFR,1944,1469.0,3.0,1.0,94973
927,CA,WOODACRE,157518996,2012-05-22,SFR,1947,1031.0,2.0,1.0,94973
928,CA,WOODACRE,157518995,2019-05-20,SFR,1953,1953.0,2.0,1.0,94973
929,CA,WOODACRE,157518993,2014-07-14,SFR,1954,1068.0,2.0,1.0,94973
930,CA,WOODACRE,157518992,,SFR,1950,2219.0,3.0,2.0,94973
931,CA,WOODACRE,157518984,,SFR,1952,2407.0,3.0,2.0,94973
932,CA,WOODACRE,157518983,,SFR,1930,943.0,3.0,1.0,94973
933,CA,WOODACRE,157518979,2007-09-28,SFR,1953,2224.0,2.0,2.0,94973
934,CA,WOODACRE,157518978,2017-05-10,SFR,1959,1092.0,3.0,2.0,94973
935,CA,WOODACRE,157518968,,SFR,1948,935.0,2.0,1.0,94973
936,CA,WOODACRE,157518967,2016-06-10,SFR,1946,1963.0,4.0,2.0,94973
937,CA,WOODACRE,157518964,2022-03-23,SFR,1952,942.0,3.0,1.0,94973
938,CA,WOODACRE,157518963,,SFR,1952,1638.0,3.0,2.0,94973
939,CA,WOODACRE,157518962,2013-11-27,SFR,1938,1356.0,2.0,2.0,94973
940,CA,WOODACRE,157518961,2020-06-05,SFR,1989,1630.0,3.0,2.0,94973
941,CA,WOODACRE,157518960,,SFR,1989,1630.0,3.0,2.0,94973
942,CA,WOODACRE,157518958,,SFR,1922,790.0,2.0,1.0,94973
943,CA,WOODACRE,157518957,2010-06-30,SFR,1953,495.0,1.0,1.0,94973
944,CA,WOODACRE,157518956,2011-06-30,SFR,1926,1202.0,2.0,1.0,94973
945,CA,WOODACRE,157518955,2011-06-30,SFR,1947,500.0,1.0,1.0,94973
946,CA,WOODACRE,157518949,2018-07-25,SFR,1948,1827.0,3.0,2.0,94973
947,CA,WOODACRE,157518946,,SFR,2004,2444.0,2.0,3.0,94973
948,CA,WOODACRE,156946170,,SFR,1963,960.0,2.0,1.0,94973
949,CA,WOODACRE,156946169,2020-07-07,SFR,1923,991.0,2.0,1.0,94973
950,CA,WOODACRE,156704355,2015-03-05,DUPLEX,1980,1808.0,2.0,2.0,94973
951,CA,WOODACRE,156704354,,SFR,1980,2636.0,3.0,2.0,94973
952,CA,WOODACRE,156704349,2020-03-08,SFR,1972,1570.0,3.0,2.0,94973
953,CA,WOODACRE,156704348,2019-12-31,SFR,1957,1988.0,3.0,3.0,94973
954,CA,WOODACRE,156704345,,SFR,1960,553.0,2.0,1.0,94973
955,CA,WOODACRE,156704342,2014-02-13,SFR,1956,1377.0,3.0,2.0,94973
956,CA,WOODACRE,156704340,2023-03-14,SFR,1968,1472.0,2.0,2.0,94973
957,CA,WOODACRE,156704339,2019-03-19,SFR,1955,1188.0,3.0,1.0,94973
958,CA,WOODACRE,156704334,,SFR,1958,1483.0,2.0,2.0,94973
959,CA,WOODACRE,156704329,,SFR,1964,1556.0,3.0,1.0,94973
960,CA,WOODACRE,156704326,,SFR,2000,1932.0,2.0,2.0,94973
961,CA,WOODACRE,156704325,2013-11-25,SFR,1941,1911.0,2.0,2.0,94973
962,CA,WOODACRE,156704321,2020-10-06,SFR,1975,1279.0,1.0,1.0,94973
963,CA,WOODACRE,156704318,2010-12-03,SFR,1962,2360.0,3.0,1.0,94973
964,CA,WOODACRE,156704314,,SFR,1926,1265.0,2.0,1.0,94973
965,CA,WOODACRE,156704311,2021-09-20,SFR,1963,1278.0,3.0,2.0,94973
966,CA,WOODACRE,156704309,2021-04-19,SFR,1928,1079.0,3.0,1.0,94973
967,CA,WOODACRE,156704308,2022-01-06,SFR,1972,2642.0,3.0,4.0,94973
968,CA,WOODACRE,156704307,2021-06-25,SFR,1971,2438.0,4.0,5.0,94973
969,CA,WOODACRE,156704306,2012-11-09,SFR,1969,2133.0,3.0,2.0,94973
970,CA,WOODACRE,156704300,,SFR,1948,560.0,1.0,1.0,94973
971,CA,WOODACRE,156704298,,SFR,1921,1342.0,1.0,2.0,94973
972,CA,WOODACRE,156704297,,SFR,1927,1144.0,2.0,1.0,94973
973,CA,WOODACRE,156704291,2016-01-21,SFR,1963,1236.0,3.0,1.0,94973
974,CA,WOODACRE,156704290,,SFR,1959,2420.0,3.0,3.0,94973
975,CA,WOODACRE,156704288,,SFR,1917,1834.0,3.0,2.0,94973
976,CA,WOODACRE,156704287,2020-02-25,SFR,1965,1849.0,2.0,2.0,94973
977,CA,WOODACRE,156704281,2013-09-13,SFR,1956,802.0,1.0,1.0,94973
978,CA,WOODACRE,156704280,2013-08-22,SFR,1945,576.0,1.0,1.0,94973
979,CA,WOODACRE,156704278,,SFR,1965,1990.0,3.0,2.0,94973
980,CA,WOODACRE,156704274,2012-11-26,SFR,1963,2295.0,3.0,2.0,94973
981,CA,WOODACRE,156704273,2022-01-27,SFR,1923,1343.0,2.0,2.0,94973
982,CA,WOODACRE,156704272,,SFR,1977,912.0,2.0,1.0,94973
983,CA,WOODACRE,156704271,,SFR,1923,716.0,2.0,1.0,94973
984,CA,WOODACRE,156704270,,SFR,1923,1284.0,2.0,1.0,94973
985,CA,WOODACRE,156704266,,SFR,1926,1428.0,2.0,2.0,94973
986,CA,WOODACRE,156704263,,SFR,1970,2226.0,3.0,2.0,94973
987,CA,WOODACRE,156704262,,SFR,1926,1022.0,2.0,2.0,94973
988,CA,WOODACRE,156704258,,SFR,1965,1340.0,2.0,1.0,94973
989,CA,WOODACRE,156704253,,SFR,1965,1211.0,2.0,1.0,94973
990,CA,WOODACRE,156704252,,SFR,1966,1168.0,2.0,1.0,94973
991,CA,WOODACRE,156704250,2017-09-12,SFR,1962,1897.0,3.0,2.0,94973
992,CA,WOODACRE,156704249,2016-07-25,SFR,1925,1223.0,3.0,1.0,94973
993,CA,WOODACRE,156704248,2022-01-04,SFR,1986,1252.0,2.0,1.0,94973
994,CA,WOODACRE,156704246,2019-07-16,SFR,2007,2387.0,3.0,2.0,94973
995,CA,WOODACRE,156704245,2018-08-02,SFR,1928,840.0,2.0,2.0,94973
996,CA,WOODACRE,156704244,,SFR,1969,972.0,2.0,1.0,94973
997,CA,WOODACRE,156704243,,SFR,1922,676.0,2.0,1.0,94973
998,CA,WOODACRE,156704242,2021-01-06,SFR,1963,1233.0,3.0,3.0,94973
999,CA,WOODACRE,156704240,2017-05-12,SFR,1922,1511.0,3.0,2.0,94973
1000,CA,WOODACRE,156704239,2022-05-18,SFR,1977,1305.0,2.0,1.0,94973
1001,CA,WOODACRE,156704238,2021-05-25,SFR,1914,2107.0,4.0,3.0,94973
1002,CA,WOODACRE,156704237,2018-02-07,SFR,1951,1439.0,2.0,2.0,94973
1003,CA,WOODACRE,156704233,2014-07-09,SFR,1927,3311.0,4.0,3.0,94973
1004,CA,WOODACRE,156704232,2013-09-19,SFR,2002,1858.0,2.0,2.0,94973
1005,CA,WOODACRE,156704231,,DUPLEX,1952,2254.0,5.0,2.0,94973
1006,CA,WOODACRE,156704230,2017-09-13,SFR,1962,1860.0,3.0,2.0,94973
1007,CA,WOODACRE,156704229,2008-06-23,SFR,1949,1456.0,3.0,2.0,94973
1008,CA,WOODACRE,156704226,,SFR,1955,1804.0,3.0,1.0,94973
1009,CA,WOODACRE,156704225,,SFR,1963,1856.0,4.0,2.0,94973
1010,CA,WOODACRE,156704222,2017-06-14,SFR,1949,1616.0,4.0,3.0,94973
1011,CA,WOODACRE,156704217,2022-04-14,SFR,1953,1392.0,2.0,1.0,94973
1012,CA,WOODACRE,156704215,,SFR,1975,1789.0,3.0,2.0,94973
1013,CA,WOODACRE,156704211,,SFR,1927,1342.0,2.0,1.0,94973
1014,CA,WOODACRE,156704210,,SFR,1939,2363.0,3.0,2.0,94973
1015,CA,WOODACRE,156704209,,SFR,1955,920.0,2.0,1.0,94973
1016,CA,WOODACRE,156704207,,SFR,1958,864.0,2.0,1.0,94973
1017,CA,WOODACRE,156704206,,SFR,1947,1003.0,2.0,1.0,94973
1018,CA,WOODACRE,156704205,2014-06-19,SFR,1954,1575.0,1.0,1.0,94973
1019,CA,WOODACRE,156704204,,COMMERCIAL (NEC),1930,2737.0,2.0,2.0,94973
1020,CA,WOODACRE,155942137,2017-10-10,SFR,1920,1889.0,1.0,1.0,94973
1021,CA,WOODACRE,155689443,2019-03-26,SFR,1925,1442.0,3.0,1.0,94973
1022,CA,WOODACRE,152819173,2014-06-20,SFR,1951,1582.0,4.0,3.0,94973
1023,CA,WOODACRE,152325865,2010-07-30,SFR,1957,1465.0,1.0,1.0,94973
1024,CA,WOODACRE,150693365,2022-09-19,SFR,1954,1842.0,2.0,1.0,94973
1025,CA,WOODACRE,148092864,,DUPLEX,1930,1466.0,3.0,2.0,94973
1026,CA,WOODACRE,146629985,2016-10-28,SFR,1948,1412.0,2.0,1.0,94973
1027,CA,WOODACRE,146629982,,SFR,1938,684.0,2.0,1.0,94973
1028,CA,WOODACRE,146428643,2012-04-02,SFR,1925,740.0,1.0,1.0,94973
1029,CA,WOODACRE,145523125,2015-11-06,SFR,1971,751.0,1.0,1.0,94973
1030,CA,WOODACRE,145447654,2011-05-17,SFR,1920,2039.0,3.0,2.0,94973
1031,CA,WOODACRE,144157080,2022-05-26,SFR,1923,668.0,1.0,1.0,94973
1032,CA,WOODACRE,144157079,2018-10-11,SFR,1925,1176.0,3.0,1.0,94973
1033,CA,WOODACRE,144157078,2023-02-01,SFR,1955,975.0,2.0,1.0,94973
1034,CA,WOODACRE,144157077,2022-06-07,SFR,1925,2887.0,3.0,2.0,94973
1035,CA,WOODACRE,143611532,2020-12-01,SFR,1981,1568.0,3.0,3.0,94973
